ID,brand,Origin of brand,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,seats,selling_price
9731,Maruti,Asian,6,16881,Trustmark Dealer,Petrol,Manual,20.85,1197,5,525000
9732,Ford,American,7,68111,Dealer,Diesel,Manual,22.7,1498,5,525000
9733,Honda,Asian,4,525000,Dealer,Petrol,Manual,18.7,1199,5,525000
9734,Maruti,Asian,4,77500,Dealer,Diesel,Manual,28.4,1248,5,525000
9735,Honda,Asian,6,61000,Dealer,Diesel,Manual,27.3,1498,5,525000
9736,Maruti,Asian,6,84000,Dealer,Diesel,Manual,20.77,1248,7,525000
9737,Tata,Asian,9,59839,Dealer,Diesel,Manual,14,2179,7,525000
9738,Toyota,Asian,8,59889,Dealer,Petrol,Automatic,14.53,1798,5,525000
9739,Hyundai,Asian,4,30000,Dealer,Petrol,Manual,18.6,1197,5,525000
9740,Hyundai,Asian,4,14000,Individual,Petrol,Manual,18.6,1197,5,525000
9741,Honda,Asian,6,57000,Dealer,Diesel,Manual,26,1498,5,525000
9742,Maruti,Asian,3,47000,Dealer,Petrol,Automatic,21.63,998,5,525000
9743,Volkswagen,European,6,44000,Dealer,Petrol,Automatic,17.21,1197,5,525000
9744,Honda,Asian,7,52643,Dealer,Diesel,Manual,26,1498,5,525000
9745,Honda,Asian,6,15000,Individual,Diesel,Manual,25.8,1498,5,525000
9746,Honda,Asian,7,48000,Dealer,Diesel,Manual,26,1498,5,525000
9747,Maruti,Asian,4,61000,Dealer,Petrol,Manual,21.4,1197,5,525000
9748,Mahindra,Asian,8,49000,Dealer,Diesel,Manual,16.55,2498,7,525000
9749,Mahindra,Asian,9,67000,Dealer,Diesel,Manual,15.1,2179,7,525000
9750,Chevrolet,American,7,35000,Dealer,Diesel,Automatic,14.81,1998,5,525000
9751,Volkswagen,European,8,88000,Dealer,Diesel,Manual,19.33,1968,5,525000
9752,Maruti,Asian,7,57000,Dealer,Petrol,Manual,16.02,1373,7,525000
9753,Volkswagen,European,5,39000,Dealer,Petrol,Manual,16.47,1198,5,525000
9754,Skoda,European,9,55200,Dealer,Petrol,Manual,13.14,1798,5,525000
9755,Maruti,Asian,4,24513,Dealer,Petrol,Manual,21.63,998,5,525000
9756,Hyundai,Asian,3,2925,Dealer,Petrol,Manual,20.3,1086,5,525000
9757,Tata,Asian,3,49500,Individual,Petrol,Manual,23.84,1199,5,525000
9758,Chevrolet,American,8,68000,Dealer,Diesel,Automatic,14.39,1998,5,525000
9759,Maruti,Asian,6,72030,Dealer,Petrol,Manual,22,1197,5,525000
9760,Hyundai,Asian,7,35144,Dealer,Petrol,Manual,18.6,1197,5,525000
9761,Maruti,Asian,5,70000,Dealer,Petrol,Manual,22,1197,5,525000
9762,Maruti,Asian,6,82250,Dealer,Diesel,Manual,28.4,1248,5,525000
9763,Hyundai,Asian,7,40000,Individual,Diesel,Manual,22.32,1582,5,525000
9764,Ford,American,8,64000,Dealer,Diesel,Manual,22.7,1498,5,525000
9765,Maruti,Asian,5,51000,Individual,Petrol,Manual,20.4,1197,5,525000
9766,Renault,European,7,56000,Dealer,Diesel,Manual,19.64,1461,5,525000
9767,Hyundai,Asian,3,6500,Individual,CNG,Manual,30.48,1086,5,525000
9768,Hyundai,Asian,8,64000,Dealer,Petrol,Manual,17.01,1591,5,525000
9769,Hyundai,Asian,6,70000,Individual,Petrol,Manual,17.01,1591,5,525000
9770,Ford,American,5,68000,Dealer,Petrol,Manual,18.16,1196,5,525000
9771,Maruti,Asian,6,60000,Individual,Petrol,Manual,20.4,1197,5,525000
9772,Hyundai,Asian,5,41000,Dealer,Petrol,Manual,18.6,1197,5,525000
9773,Maruti,Asian,9,100000,Individual,Diesel,Manual,20.77,1248,7,525000
9774,Chevrolet,American,9,17000,Dealer,Diesel,Automatic,14.39,1998,5,525000
9775,Hyundai,Asian,6,35000,Individual,Petrol,Manual,18.6,1197,5,525000
9776,Toyota,Asian,12,214000,Dealer,Diesel,Manual,12.99,2494,7,525000
9777,Maruti,Asian,2,40000,Individual,Petrol,Manual,21.4,1197,5,525000
9778,Hyundai,Asian,5,29000,Dealer,Petrol,Manual,18.9,1197,5,525000
9779,Honda,Asian,6,51000,Dealer,Petrol,Manual,17.8,1497,5,525000
9780,Skoda,European,7,70000,Dealer,Diesel,Manual,20.5,1598,5,525000
9781,Maruti,Asian,9,92000,Dealer,Diesel,Manual,22.9,1248,5,525000
9782,Hyundai,Asian,8,90000,Dealer,Diesel,Manual,22.32,1582,5,525000
9783,Hyundai,Asian,3,11300,Dealer,Petrol,Manual,18.9,1197,5,525000
9784,Toyota,Asian,9,98000,Dealer,Diesel,Manual,21.43,1364,5,525000
9785,Mahindra,Asian,8,105000,Dealer,Diesel,Manual,16,2179,7,525000
9786,Hyundai,Asian,4,5800,Individual,Petrol,Automatic,18.9,1197,5,525000
9787,Maruti,Asian,5,42000,Dealer,Petrol,Manual,20.4,1197,5,525000
9788,Skoda,European,7,80000,Dealer,Diesel,Manual,21.14,1498,5,525000
9789,Volkswagen,European,8,100000,Dealer,Diesel,Manual,20.34,1498,5,525000
9790,Mahindra,Asian,12,80000,Dealer,Diesel,Manual,12.05,2179,7,525000
9791,Skoda,European,9,91000,Dealer,Petrol,Automatic,14.3,1598,5,525000
9792,Mahindra,Asian,10,82000,Dealer,Diesel,Manual,12.05,2179,8,525000
9793,Volkswagen,European,7,62000,Dealer,Petrol,Automatic,17.21,1197,5,525000
9794,Tata,Asian,4,11300,Dealer,Petrol,Automatic,23.84,1199,5,525000
9795,Mahindra,Asian,8,54000,Individual,Diesel,Manual,14,2523,7,525000
9796,Maruti,Asian,6,70000,Individual,Diesel,Manual,25.2,1248,5,525000
9797,Honda,Asian,6,87000,Dealer,Diesel,Manual,26,1498,5,525000
9798,Hyundai,Asian,6,72600,Individual,Petrol,Manual,17.01,1591,5,525000
9799,Hyundai,Asian,6,56490,Dealer,Diesel,Manual,22.54,1396,5,525000
9800,Maruti,Asian,8,90000,Dealer,Diesel,Manual,22.9,1248,5,525000
9801,Volkswagen,European,10,42722,Dealer,Diesel,Manual,20.54,1598,5,525000
9802,Honda,Asian,5,56964,Dealer,Diesel,Manual,25.8,1498,5,525000
9803,Volkswagen,European,8,54000,Dealer,Petrol,Automatic,17.2,1197,5,525000
9804,Honda,Asian,5,30412,Dealer,Petrol,Manual,18.7,1199,5,525000
9805,Honda,Asian,6,67000,Dealer,Petrol,Manual,18.7,1199,5,525000
9806,Maruti,Asian,3,47000,Dealer,Petrol,Automatic,21.63,998,5,525000
9807,Hyundai,Asian,2,15000,Individual,Petrol,Manual,18.9,1197,5,525000
9808,Hyundai,Asian,4,45000,Dealer,Diesel,Manual,24,1120,5,525000
9809,Ford,American,1,90000,Individual,Diesel,Manual,21.7,1498,5,525000
9810,Honda,Asian,8,35000,Dealer,Petrol,Manual,18,1198,5,525000
9811,Honda,Asian,6,28000,Dealer,Diesel,Manual,25.8,1498,5,525000
9812,Maruti,Asian,7,48242,Dealer,Diesel,Manual,20.77,1248,7,524000
9813,Hyundai,Asian,3,20000,Individual,Petrol,Manual,18.6,1197,5,524000
9814,Honda,Asian,6,29000,Dealer,Petrol,Manual,16.8,1497,5,524000
9815,Toyota,Asian,4,67433,Dealer,Petrol,Manual,16.78,1496,5,524000
9816,Maruti,Asian,7,19000,Dealer,Petrol,Manual,16.02,1373,7,524000
9817,Hyundai,Asian,4,29000,Dealer,Petrol,Manual,18.9,1197,5,521000
9818,Hyundai,Asian,7,47985,Dealer,Diesel,Manual,24,1120,5,521000
9819,Maruti,Asian,5,24000,Dealer,Petrol,Manual,22,1197,5,521000
9820,Maruti,Asian,3,30700,Dealer,Petrol,Manual,21.63,998,5,521000
9821,Maruti,Asian,7,115000,Individual,Diesel,Manual,23.4,1248,5,521000
9822,Hyundai,Asian,9,72000,Dealer,Diesel,Automatic,22.32,1582,5,521000
9823,Mahindra,Asian,8,75000,Individual,Diesel,Manual,15.96,2523,7,521000
9824,Mahindra,Asian,7,85000,Dealer,Diesel,Manual,12.05,2179,7,521000
9825,Nissan,Asian,7,56227,Dealer,Diesel,Manual,20.45,1461,5,521000
9826,Skoda,European,7,20353,Dealer,Diesel,Manual,20.5,1598,5,521000
9827,Maruti,Asian,6,31000,Dealer,Diesel,Manual,28.4,1248,5,521000
9828,Hyundai,Asian,7,110000,Individual,Diesel,Manual,22.32,1582,5,520000
9829,Maruti,Asian,6,90000,Individual,Diesel,Manual,25.2,1248,5,520000
9830,Maruti,Asian,6,70000,Individual,Diesel,Manual,23.65,1248,5,520000
9831,Hyundai,Asian,4,48000,Individual,Petrol,Manual,17.19,1197,5,520000
9832,Maruti,Asian,4,28860,Dealer,Diesel,Manual,23.4,1248,5,520000
9833,Hyundai,Asian,3,41000,Individual,Petrol,Manual,18.9,1197,5,520000
9834,Mahindra,Asian,9,60000,Individual,Diesel,Manual,15.96,2523,7,520000
9835,Honda,Asian,7,100000,Individual,Diesel,Manual,24.5,1498,7,520000
9836,Volkswagen,European,4,13500,Dealer,Petrol,Manual,18.78,1198,5,520000
9837,Honda,Asian,7,70000,Individual,Diesel,Manual,26,1498,5,520000
9838,Volkswagen,European,8,90000,Individual,Diesel,Manual,20.54,1598,5,520000
9839,Hyundai,Asian,4,41000,Dealer,Petrol,Manual,18.9,1197,5,520000
9840,Maruti,Asian,4,30000,Individual,Petrol,Manual,22,1197,5,520000
9841,Maruti,Asian,2,20000,Individual,Petrol,Automatic,23.1,998,5,520000
9842,Hyundai,Asian,5,37400,Individual,Diesel,Manual,24,1120,5,520000
9843,Hyundai,Asian,8,90000,Individual,Diesel,Manual,22.32,1582,5,520000
9844,Hyundai,Asian,9,100000,Individual,Diesel,Manual,22.32,1582,5,520000
9845,Maruti,Asian,6,65100,Dealer,Diesel,Manual,25.2,1248,5,520000
9846,Toyota,Asian,5,160000,Individual,Diesel,Manual,23.59,1364,5,520000
9847,Hyundai,Asian,6,75000,Dealer,Diesel,Manual,23,1396,5,520000
9848,Hyundai,Asian,1,1780,Individual,Petrol,Manual,20.3,1086,5,520000
9849,Hyundai,Asian,6,80000,Dealer,Diesel,Manual,24,1120,5,520000
9850,Tata,Asian,3,42000,Dealer,Petrol,Manual,23.84,1199,5,520000
9851,Maruti,Asian,8,56000,Individual,Diesel,Manual,19.3,1248,5,520000
9852,Mahindra,Asian,11,102272,Dealer,Diesel,Manual,12.05,2179,8,520000
9853,Tata,Asian,3,41000,Dealer,Petrol,Manual,23.84,1199,5,520000
9854,Maruti,Asian,6,66000,Individual,Diesel,Manual,25.2,1248,5,520000
9855,Volkswagen,European,9,58000,Dealer,Diesel,Manual,20.54,1598,5,520000
9856,Honda,Asian,5,62510,Dealer,Petrol,Manual,18.7,1199,5,520000
9857,Hyundai,Asian,6,80000,Individual,Diesel,Manual,22.54,1396,5,520000
9858,Maruti,Asian,6,35000,Individual,Petrol,Manual,20.85,1197,5,520000
9859,Hyundai,Asian,5,22000,Individual,Petrol,Manual,18.9,1197,5,520000
9860,Maruti,Asian,9,90000,Individual,Diesel,Manual,20.77,1248,7,520000
9861,Maruti,Asian,4,80000,Individual,Diesel,Manual,27.39,1248,5,520000
9862,Toyota,Asian,11,77000,Individual,Diesel,Manual,12.8,2494,8,520000
9863,Maruti,Asian,4,48148,Dealer,Petrol,Manual,18.6,1197,5,520000
9864,Ford,American,7,54000,Dealer,Diesel,Manual,22.7,1498,5,520000
9865,Mahindra,Asian,6,170000,Individual,Diesel,Manual,15.96,2523,7,520000
9866,Mahindra,Asian,5,120000,Individual,Diesel,Manual,15.96,2523,9,520000
9867,Maruti,Asian,3,20000,Individual,Petrol,Manual,20.89,1197,5,520000
9868,Hyundai,Asian,6,80000,Individual,Petrol,Manual,18.6,1197,5,520000
9869,Honda,Asian,4,25428,Dealer,Petrol,Manual,18.7,1199,5,520000
9870,Tata,Asian,2,5000,Individual,Petrol,Manual,23.84,1199,5,520000
9871,Tata,Asian,4,13230,Individual,Petrol,Manual,20.3,1199,5,520000
9872,Maruti,Asian,8,93000,Dealer,Diesel,Manual,19.3,1248,5,520000
9873,Honda,Asian,7,85000,Individual,Diesel,Manual,26,1498,5,520000
9874,Honda,Asian,5,63000,Dealer,Diesel,Manual,24.2,1498,7,520000
9875,Honda,Asian,5,26000,Dealer,Petrol,Automatic,16.5,1198,5,520000
9876,Maruti,Asian,6,30000,Dealer,Petrol,Manual,21.4,1197,5,520000
9877,Maruti,Asian,4,29000,Dealer,Petrol,Manual,20.89,1197,5,520000
9878,Hyundai,Asian,3,36000,Dealer,Petrol,Manual,18.9,1197,5,520000
9879,Maruti,Asian,4,29000,Dealer,Petrol,Manual,20.89,1197,5,520000
9880,Maruti,Asian,5,34000,Dealer,Petrol,Manual,21.01,1197,5,520000
9881,Toyota,Asian,8,95000,Dealer,Petrol,Manual,14.28,1798,5,520000
9882,Hyundai,Asian,7,43500,Dealer,Petrol,Manual,17.43,1396,5,520000
9883,Maruti,Asian,3,40000,Individual,Petrol,Manual,21.4,1197,5,520000
9884,Maruti,Asian,6,88562,Dealer,Diesel,Manual,23.4,1248,5,520000
9885,Maruti,Asian,6,102506,Dealer,Diesel,Manual,25.2,1248,5,520000
9886,Maruti,Asian,7,93000,Individual,Diesel,Manual,23.4,1248,5,520000
9887,Maruti,Asian,8,40147,Dealer,Diesel,Manual,28.4,1248,5,520000
9888,Ford,American,4,80000,Individual,Diesel,Manual,25.83,1498,5,520000
9889,Maruti,Asian,4,65000,Individual,Petrol,Manual,21.4,1197,5,520000
9890,Nissan,Asian,7,56227,Dealer,Diesel,Manual,20.45,1461,5,520000
9891,Skoda,European,8,42605,Dealer,Petrol,Manual,15,1598,5,520000
9892,Tata,Asian,4,25000,Individual,Petrol,Automatic,23.84,1199,5,520000
9893,Maruti,Asian,3,18600,Individual,Petrol,Manual,22,1197,5,520000
9894,Nissan,Asian,2,10000,Individual,Petrol,Manual,18.97,1198,5,520000
9895,Maruti,Asian,6,20000,Individual,Petrol,Manual,20.85,1197,5,520000
9896,Hyundai,Asian,3,20000,Individual,Petrol,Manual,18.9,1197,5,520000
9897,Maruti,Asian,5,24000,Individual,Petrol,Manual,20.85,1197,5,520000
9898,Tata,Asian,3,18000,Dealer,Petrol,Automatic,23.84,1199,5,520000
9899,Maruti,Asian,5,50000,Individual,Diesel,Manual,25.2,1248,5,520000
9900,Hyundai,Asian,4,67000,Dealer,Petrol,Manual,18.9,1197,5,519000
9901,Mahindra,Asian,8,71000,Dealer,Diesel,Manual,14,2523,8,519000
9902,Toyota,Asian,11,80000,Individual,Diesel,Manual,12.8,2494,8,518000
9903,Maruti,Asian,2,22000,Dealer,CNG,Manual,26.6,998,5,517000
9904,Tata,Asian,2,10000,Individual,Petrol,Manual,23.84,1199,5,515000
9905,Maruti,Asian,6,41000,Dealer,Petrol,Manual,22,1197,5,515000
9906,Hyundai,Asian,6,52000,Dealer,Diesel,Manual,24.4,1120,5,515000
9907,Honda,Asian,6,43251,Dealer,Diesel,Manual,25.8,1498,5,515000
9908,Toyota,Asian,8,79000,Dealer,Diesel,Manual,23.59,1364,5,515000
9909,Hyundai,Asian,8,58000,Dealer,Diesel,Manual,22.32,1582,5,515000
9910,Hyundai,Asian,3,10000,Individual,Petrol,Manual,18.9,1197,5,515000
9911,Hyundai,Asian,7,48000,Dealer,Diesel,Manual,24.4,1120,5,515000
9912,Hyundai,Asian,6,23787,Dealer,Petrol,Manual,18.9,1197,5,515000
9913,Honda,Asian,6,61000,Dealer,Diesel,Manual,25.8,1498,5,515000
9914,Maruti,Asian,6,46000,Dealer,Petrol,Manual,22,1197,5,515000
9915,Maruti,Asian,3,33100,Individual,Petrol,Manual,21.4,1197,5,515000
9916,Hyundai,Asian,5,60000,Dealer,Petrol,Manual,18.6,1197,5,515000
9917,Maruti,Asian,5,51000,Dealer,Petrol,Manual,21.4,1197,5,515000
9918,Hyundai,Asian,6,79000,Individual,Petrol,Manual,18.6,1197,5,515000
9919,Hyundai,Asian,3,80000,Individual,Diesel,Manual,25.4,1186,5,515000
9920,Tata,Asian,3,21814,Dealer,Petrol,Manual,23.84,1199,5,515000
9921,Hyundai,Asian,9,63817,Dealer,Diesel,Manual,21.27,1396,5,515000
9922,Hyundai,Asian,6,35000,Dealer,Petrol,Automatic,18.9,1197,5,515000
9923,Maruti,Asian,3,40000,Individual,Petrol,Manual,22,1197,5,515000
9924,Honda,Asian,5,40000,Individual,Diesel,Manual,25.8,1498,5,515000
9925,Honda,Asian,6,66000,Dealer,Petrol,Manual,17.3,1497,7,515000
9926,Maruti,Asian,6,84999,Dealer,Diesel,Manual,27.39,1248,5,515000
9927,Skoda,European,6,52000,Dealer,Diesel,Manual,21.14,1498,5,515000
9928,Hyundai,Asian,2,16415,Individual,Petrol,Manual,18.9,1197,5,515000
9929,Hyundai,Asian,5,50000,Dealer,Petrol,Manual,19.1,1197,5,515000
9930,Maruti,Asian,6,54000,Dealer,Petrol,Manual,20.73,1373,5,515000
9931,Volkswagen,European,7,44202,Dealer,Petrol,Automatic,17.21,1197,5,515000
9932,Maruti,Asian,4,40000,Dealer,Petrol,Manual,22,1197,5,515000
9933,Skoda,European,7,72000,Dealer,Diesel,Automatic,21.66,1498,5,515000
9934,Mahindra,Asian,8,56000,Dealer,Diesel,Manual,16.55,2498,7,515000
9935,Maruti,Asian,4,90000,Individual,Diesel,Manual,25.2,1248,5,515000
9936,Honda,Asian,7,57500,Dealer,Diesel,Manual,26,1498,5,515000
9937,Maruti,Asian,2,18800,Dealer,Petrol,Manual,20.4,1197,5,515000
9938,Maruti,Asian,3,17000,Dealer,Petrol,Automatic,20.51,998,5,515000
9939,Maruti,Asian,6,55429,Dealer,Petrol,Manual,21.21,1197,5,515000
9940,Mahindra,Asian,2,28000,Individual,Diesel,Manual,23.5,909,5,515000
9941,Volkswagen,European,5,1900,Dealer,Petrol,Manual,17,1198,5,515000
9942,Hyundai,Asian,7,34400,Dealer,Petrol,Automatic,18.9,1197,5,515000
9943,Maruti,Asian,3,38000,Individual,Petrol,Manual,21.4,1197,5,515000
9944,Hyundai,Asian,4,76000,Dealer,Petrol,Automatic,18.9,1197,5,515000
9945,Mahindra,Asian,4,68000,Dealer,Diesel,Manual,16.5,1493,7,515000
9946,Maruti,Asian,3,70000,Individual,Diesel,Manual,23.4,1248,5,515000
9947,Hyundai,Asian,7,100000,Individual,Petrol,Manual,18.6,1197,5,515000
9948,Maruti,Asian,2,23400,Dealer,Petrol,Manual,21.63,998,5,515000
9949,Mahindra,Asian,11,120000,Individual,Diesel,Automatic,11.79,2179,8,515000
9950,Hyundai,Asian,3,18000,Individual,Petrol,Manual,18.9,1197,5,515000
9951,Volkswagen,European,6,48900,Dealer,Petrol,Manual,16.47,1198,5,514000
9952,Hyundai,Asian,6,29751,Dealer,Petrol,Manual,18.9,1197,5,512000
9953,Hyundai,Asian,6,99332,Dealer,Diesel,Manual,22.54,1396,5,512000
9954,Maruti,Asian,4,28321,Dealer,Petrol,Manual,16.6,1197,5,511000
9955,Hyundai,Asian,4,35000,Individual,Petrol,Automatic,18.9,1197,5,511000
9956,Hyundai,Asian,5,28000,Dealer,Petrol,Automatic,18.9,1197,5,511000
9957,Hyundai,Asian,7,17000,Dealer,Petrol,Manual,19.1,1197,5,511000
9958,Hyundai,Asian,7,15000,Dealer,Petrol,Manual,19.1,1197,5,511000
9959,Hyundai,Asian,9,88221,Dealer,Diesel,Manual,22.32,1582,5,511000
9960,Maruti,Asian,6,19000,Dealer,Petrol,Manual,18.6,1197,5,511000
9961,Hyundai,Asian,5,33500,Individual,Petrol,Manual,19.1,1197,5,511000
9962,Hyundai,Asian,4,28000,Dealer,Petrol,Manual,18.9,1197,5,511000
9963,Honda,Asian,7,35000,Dealer,Diesel,Manual,26,1498,5,511000
9964,Maruti,Asian,6,61000,Dealer,Diesel,Manual,26.21,1248,5,511000
9965,Hyundai,Asian,1,15000,Individual,Petrol,Manual,18.9,1197,5,511000
9966,Toyota,Asian,11,120000,Dealer,Diesel,Manual,12.8,2494,7,511000
9967,Toyota,Asian,8,58000,Dealer,Diesel,Manual,21.43,1364,5,511000
9968,Maruti,Asian,7,55000,Dealer,Petrol,Manual,20.85,1197,5,511000
9969,Hyundai,Asian,8,50000,Individual,Petrol,Manual,17.01,1591,5,510000
9970,Hyundai,Asian,4,60000,Individual,Diesel,Manual,24,1186,5,510000
9971,Hyundai,Asian,3,10000,Individual,Petrol,Manual,18.9,1197,5,510000
9972,Maruti,Asian,5,33000,Dealer,Diesel,Manual,27.39,1248,5,510000
9973,Maruti,Asian,4,68791,Dealer,Diesel,Manual,25.2,1248,5,510000
9974,Maruti,Asian,6,38819,Dealer,Petrol,Manual,21.4,1197,5,510000
9975,Maruti,Asian,6,63000,Dealer,Diesel,Manual,27.39,1248,5,510000
9976,Maruti,Asian,5,80000,Individual,Petrol,Manual,20.4,1197,5,510000
9977,Honda,Asian,5,54000,Dealer,Petrol,Manual,18,1198,5,510000
9978,Mahindra,Asian,5,57000,Dealer,Diesel,Manual,18.49,1493,7,510000
9979,Honda,Asian,6,30000,Dealer,Petrol,Manual,17.8,1497,5,510000
9980,Hyundai,Asian,5,20000,Dealer,Petrol,Manual,18.9,1197,5,510000
9981,Hyundai,Asian,3,15914,Dealer,Petrol,Manual,18.9,1197,5,510000
9982,Toyota,Asian,6,45500,Individual,Petrol,Manual,18.16,1197,5,510000
9983,Volkswagen,European,7,71000,Dealer,Diesel,Manual,22.27,1498,5,510000
9984,Volkswagen,European,5,63000,Dealer,Diesel,Manual,20.14,1498,5,510000
9985,Maruti,Asian,5,13300,Dealer,Petrol,Manual,16.1,1197,5,510000
9986,Hyundai,Asian,2,7000,Dealer,Petrol,Manual,20.3,1086,5,510000
9987,Hyundai,Asian,7,47900,Dealer,Petrol,Automatic,15,1396,5,510000
9988,Hyundai,Asian,5,40000,Dealer,Petrol,Manual,18.9,1197,5,510000
9989,Ford,American,6,120000,Individual,Diesel,Manual,25.01,1498,5,510000
9990,Hyundai,Asian,4,70000,Individual,Diesel,Manual,25.4,1186,5,510000
9991,Hyundai,Asian,5,70000,Individual,Petrol,Manual,18.6,1197,5,510000
9992,Hyundai,Asian,8,97000,Dealer,Petrol,Manual,17.01,1591,5,510000
9993,Maruti,Asian,6,61000,Individual,Diesel,Manual,26.59,1248,5,510000
9994,Hyundai,Asian,3,36717,Dealer,Petrol,Manual,18.9,1197,5,510000
9995,Hyundai,Asian,8,63786,Dealer,Diesel,Manual,21.9,1396,5,510000
9996,Maruti,Asian,3,10000,Individual,Petrol,Automatic,21.63,998,5,510000
9997,Hyundai,Asian,4,35000,Individual,Petrol,Manual,18.9,1197,5,510000
9998,Hyundai,Asian,4,49000,Dealer,Petrol,Manual,18.9,1197,5,510000
9999,Mahindra,Asian,4,120000,Individual,Diesel,Manual,14.95,2489,7,510000
10000,Skoda,European,8,40000,Individual,Diesel,Manual,20.5,1598,5,510000
10001,Honda,Asian,2,23834,Dealer,Petrol,Manual,18.5,1198,5,510000
10002,Toyota,Asian,10,310000,Individual,Diesel,Manual,12.8,2494,8,510000
10003,Honda,Asian,6,56000,Individual,Diesel,Manual,25.8,1498,5,510000
10004,Maruti,Asian,5,54552,Dealer,Petrol,Manual,21.4,1197,5,510000
10005,Maruti,Asian,2,25000,Individual,Petrol,Manual,20.89,1197,5,510000
10006,Maruti,Asian,6,65122,Dealer,Diesel,Manual,28.4,1248,5,510000
10007,Mahindra,Asian,5,70000,Individual,Diesel,Manual,18.49,1493,7,510000
10008,Ford,American,4,5000,Individual,Petrol,Manual,18.16,1196,5,510000
10009,Maruti,Asian,2,15000,Individual,Petrol,Manual,20.52,1197,5,510000
10010,Honda,Asian,7,47000,Dealer,Petrol,Manual,16.8,1497,5,510000
10011,Volkswagen,European,4,8686,Dealer,Petrol,Manual,17,1198,5,510000
10012,Ford,American,7,72341,Dealer,Diesel,Manual,22.77,1498,5,510000
10013,Toyota,Asian,3,49000,Dealer,Petrol,Manual,17.71,1197,5,510000
10014,Maruti,Asian,6,56000,Dealer,Diesel,Manual,28.09,1248,5,510000
10015,Ford,American,7,55000,Dealer,Petrol,Manual,15.8,1499,5,510000
10016,Skoda,European,7,76000,Dealer,Diesel,Manual,21.14,1498,5,510000
10017,Honda,Asian,4,32650,Trustmark Dealer,Petrol,Manual,17.8,1198,5,510000
10018,Maruti,Asian,4,89000,Individual,Petrol,Manual,20.85,1197,5,510000
10019,Honda,Asian,5,66000,Dealer,Petrol,Manual,18.7,1199,5,510000
10020,Renault,European,6,67000,Dealer,Diesel,Manual,19.87,1461,5,510000
10021,Maruti,Asian,5,67195,Dealer,Petrol,Manual,21.21,1197,5,510000
10022,Hyundai,Asian,7,65706,Dealer,Petrol,Manual,17.01,1591,5,510000
10023,Hyundai,Asian,6,45000,Dealer,Petrol,Automatic,18.9,1197,5,510000
10024,Maruti,Asian,6,65000,Dealer,Petrol,Manual,21.4,1197,5,510000
10025,Maruti,Asian,4,35000,Dealer,Petrol,Manual,20.89,1197,5,510000
10026,Honda,Asian,4,32000,Dealer,Petrol,Manual,17.8,1198,5,510000
10027,Nissan,Asian,5,17000,Dealer,Petrol,Automatic,19.34,1198,5,510000
10028,Mahindra,Asian,7,100000,Individual,Diesel,Manual,15.96,2523,7,510000
10029,Honda,Asian,5,14000,Dealer,Petrol,Manual,19.4,1198,5,510000
10030,Hyundai,Asian,8,48000,Dealer,Petrol,Manual,17.01,1591,5,510000
10031,Maruti,Asian,3,21000,Individual,Petrol,Automatic,23.1,998,5,510000
10032,Tata,Asian,2,10000,Individual,Petrol,Manual,23.84,1199,5,510000
10033,Maruti,Asian,3,20000,Individual,CNG,Manual,31.79,998,5,510000
10034,Hyundai,Asian,7,65694,Dealer,Petrol,Manual,17.01,1591,5,510000
10035,Fiat,European,5,33000,Dealer,Diesel,Manual,20.5,1248,5,510000
10036,Maruti,Asian,2,7000,Individual,Petrol,Manual,23.1,998,5,510000
10037,Maruti,Asian,6,65000,Dealer,Petrol,Manual,20.4,1197,5,510000
10038,Mahindra,Asian,8,120000,Individual,Diesel,Manual,15.96,2523,7,510000
10039,Maruti,Asian,9,52000,Dealer,Diesel,Manual,19.3,1248,5,510000
10040,Nissan,Asian,7,175000,Individual,Diesel,Manual,19.01,1461,5,510000
10041,Nissan,Asian,5,25000,Individual,Petrol,Automatic,19.34,1198,5,510000
10042,Toyota,Asian,13,176905,Dealer,Diesel,Manual,12.99,2494,7,510000
10043,Hyundai,Asian,2,80000,Individual,Petrol,Automatic,18.9,1197,5,510000
10044,Volkswagen,European,6,52000,Individual,Petrol,Manual,15.04,1598,5,510000
10045,Maruti,Asian,3,38000,Individual,Petrol,Manual,20.89,1197,5,509000
